player_id,matches,player_name,country,domestic_team,batting_style,bowling_style,dominant_hand,primary_role,secondary_role,height_cm,weight_kg,debut_year,experience_years,matches_test,matches_odi,matches_t20,matches_fc,matches_listA,runs,balls_faced_est,runs_per_match,batting_average_est,strike_rate,dot_ball_pct,boundary_pct,boundary_runs_est,fours_est,sixes_est,balls_per_boundary_est,boundary_ball_pct_est,singles_doubles_runs_est,rotation_index,dismissals_est,not_outs_est,fifty_plus_rate_est,century_rate_est,pp_runs,middle_runs_est,death_runs,powerplay_run_share_pct,middle_run_share_pct,death_run_share_pct,pp_sr,middle_sr,death_sr,acceleration_index,phase_balance_index,powerplay_batting_index,middle_overs_batting_index,death_finishing_index,pressure_batting_index,anchor_index,power_hitter_index,red_ball_batting_fit,white_ball_batting_fit,batting_impact_score,batting_rating,wickets,overs_bowled_est,balls_bowled_est,runs_conceded_est,wkts_per_match,bowling_average_est,economy,bowling_strike_rate_est,dot_balls_bowled_est,pp_wkts,middle_wkts_est,death_wkts,pp_eco,middle_eco,death_eco,pp_over_share_pct,middle_over_share_pct,death_over_share_pct,powerplay_bowling_index,middle_overs_bowling_index,death_bowling_index,economy_control_index,wicket_impact_index,new_ball_threat_index,closing_bowler_index,red_ball_bowling_fit,white_ball_bowling_fit,bowling_impact_score,bowling_rating,catches_est,runouts_est,stumpings_est,fielding_rating,availability_score,durability_index,workload_index,last10_bat_avg_est,last10_bowl_avg_est,recent_runs_est,recent_wkts_est,batting_form_index,bowling_form_index,consistency_index,allrounder_index,clutch_index,versatility_index,match_impact_score,county_red_ball_fit,county_white_ball_fit,format_specialism,upside_score,risk_score,market_value_index,salary_band_est,scouting_grade_num,scouting_grade,analyst_recommendation
1878,27,Shoaib Zaman,Pakistan,Hampshire,RHB,Medium pace,Right,Utility,Flexible,179,67,2011,15,3,5,9,4,6,336,271.6,12.44,14.0,123.7,28.7,20.6,69.2,11,4,18.11,5.52,268,98.67,24.0,3.0,0.0,4.2,90,142,104,26.79,42.26,30.95,117.4,125.6,134.0,62.73,83.48,76.46,98.03,86.08,79.82,100.0,92.52,96.16,100.0,76.83,87.46,4,25.9,155,260.8,0.15,65.2,10.07,38.85,45,1,2,1,9.72,10.12,11.36,28.0,50.0,22.0,35.68,41.17,27.93,44.24,36.81,20.82,19.92,40.72,36.39,42.63,40.59,9,2,0,95.6,86,87.8,15.82,14.0,64.33,106,2,60.1,22.33,74.2,64.02,62.85,70.71,51.2,70.16,66.59,Balanced multi-format,86.84,14.52,63.19,Development / squad,58.07,C+,Development watchlist
1879,47,Dasun Embuldeniya,Sri Lanka,Middlesex,LHB,Left-arm orthodox,Left,Bowler,Lower-order hitter,190,72,2011,15,6,8,15,8,10,0,0.0,0.0,0.0,119.8,41.9,7.3,0.0,0,0,0.0,0.0,0,0.0,44.0,3.0,0.0,0.0,0,0,0,0.0,0.0,0.0,118.9,110.7,128.8,57.59,0.0,65.12,55.35,71.94,63.79,0.0,61.14,0.0,85.45,42.71,42.72,63,269.2,1615,1610.0,1.34,25.56,5.98,25.64,677,26,24,13,5.79,6.46,6.03,28.0,50.0,22.0,78.14,84.07,83.52,100.0,100.0,60.32,61.23,95.22,88.77,100.0,96.0,12,2,0,90.64,82,80.13,34.37,0.0,24.79,0,16,34.49,52.8,45.32,57.36,65.09,53.89,80.67,80.25,81.66,Balanced multi-format,65.06,34.08,76.97,High-value starter,80.79,A,Shortlist
1880,74,Jayden Hetmyer,West Indies,Leicestershire,RHB,Right-arm pace,Right,Bowler,Lower-order hitter,175,77,2011,15,10,13,23,13,15,22,16.1,0.3,0.32,136.8,22.6,13.3,2.9,1,0,16.08,6.22,18,111.93,69.0,5.0,0.0,0.1,8,8,6,36.36,36.36,27.27,134.5,145.3,147.5,59.97,88.55,88.73,100.0,91.3,82.69,85.08,80.89,61.01,100.0,51.45,65.98,151,631.1,3787,4096.1,2.04,27.13,6.49,25.08,856,63,62,26,5.94,6.69,7.06,23.45,56.62,19.93,67.15,66.17,66.09,90.7,100.0,61.35,49.78,86.6,76.2,100.0,90.7,18,5,0,92.19,84,83.93,51.39,0.33,25.86,3,18,52.29,53.88,83.7,66.34,77.96,83.85,86.46,85.73,76.73,Red-ball leaning,86.74,18.93,84.59,High-value starter,84.37,A,Priority target
1881,36,Matt Crawley 1881,Bangladesh,Lancashire,LHB,Left-arm pace,Left,Bowler,Lower-order hitter,186,82,2014,12,5,6,11,6,8,31,31.6,0.86,0.91,98.1,43.6,12.4,3.8,1,0,31.6,3.16,27,85.44,34.0,2.0,0.0,0.27,9,13,9,29.03,41.94,29.03,104.6,87.1,98.3,45.17,84.13,68.51,75.39,64.63,60.15,69.99,61.68,52.97,75.46,38.6,51.41,35,153.2,919,1305.3,0.97,37.29,8.52,26.26,401,11,16,8,8.3,8.61,8.66,28.0,50.0,22.0,57.59,68.14,60.24,74.88,84.58,35.74,44.39,76.25,65.43,100.0,85.42,10,2,0,91.73,82,79.4,26.41,0.8,34.93,9,9,25.77,51.48,72.9,56.42,63.36,72.41,78.03,75.25,64.81,Red-ball leaning,72.58,24.76,74.02,Strong squad asset,74.83,B+,Shortlist
1882,46,Jofra Curran 1882,Afghanistan,Yorkshire,RHB,Right-arm off-spin,Right,Utility,Flexible,171,66,2014,12,5,9,16,7,9,72,72.7,1.57,1.71,99.0,40.2,7.1,5.1,1,0,72.73,1.37,68,93.5,42.0,4.0,0.0,0.51,24,36,12,33.33,50.0,16.67,93.9,100.2,109.3,61.81,67.33,65.88,85.98,66.18,67.1,77.89,53.88,56.52,73.98,41.92,53.58,41,180.9,1085,1436.1,0.89,35.03,7.94,26.47,436,17,13,11,7.64,7.42,9.09,28.0,50.0,22.0,61.22,73.95,54.95,80.96,80.99,42.2,40.86,78.87,66.92,100.0,86.45,13,3,0,89.31,86,89.07,25.17,1.54,32.22,16,9,31.47,55.55,72.05,70.01,64.69,69.26,78.85,69.0,68.72,Balanced multi-format,88.41,14.7,79.21,High-value starter,74.85,B+,Shortlist
1883,42,Adil Ahmed 1883,Ireland,Essex,LHB,Right-arm off-spin,Left,Bowler,Lower-order hitter,182,71,2015,11,5,7,13,7,10,19,15.4,0.45,0.48,123.3,33.6,8.1,1.5,0,0,0.0,0.0,19,123.3,40.0,2.0,0.0,0.14,7,7,5,36.84,36.84,26.32,117.9,127.5,126.5,56.6,86.63,79.23,100.0,78.68,74.52,98.5,62.1,66.96,89.32,46.8,62.47,53,227.4,1364,1905.6,1.26,35.95,8.38,25.74,458,19,25,9,8.27,8.2,9.17,28.0,50.0,22.0,52.71,63.02,51.09,70.84,97.09,37.19,37.91,77.68,59.4,100.0,84.27,11,2,0,88.23,82,79.8,32.85,0.44,36.67,5,14,36.36,55.35,77.17,61.37,68.15,76.98,79.18,77.53,62.02,Red-ball leaning,75.43,23.08,74.81,Strong squad asset,75.42,B+,Shortlist
1884,73,Dom Anderson 1884,Zimbabwe,Gloucestershire,RHB,Medium pace,Right,Utility,Flexible,167,76,2015,11,9,14,26,11,13,9,7.7,0.12,0.14,117.2,39.7,7.9,0.7,0,0,0.0,0.0,9,117.2,66.0,7.0,0.0,0.04,3,3,3,33.33,33.33,33.33,111.0,101.7,130.9,65.26,98.67,73.68,88.48,83.18,76.06,94.01,63.2,65.24,89.09,44.81,60.99,69,302.8,1817,2697.7,0.95,39.1,8.91,26.33,721,27,27,15,9.26,8.63,10.05,28.0,50.0,22.0,47.96,64.17,45.85,67.08,83.39,27.62,34.15,71.91,54.87,96.27,79.83,19,5,0,91.03,88,92.87,24.99,0.13,39.23,1,11,39.54,55.91,84.96,70.41,69.23,77.63,77.95,73.49,71.15,Balanced multi-format,90.99,8.47,79.85,High-value starter,75.7,B+,Shortlist
1885,87,Rohit Rahul,India,Durham,LHB,Right-arm off-spin,Left,Utility,Flexible,178,81,2015,11,11,17,31,13,15,2064,1480.6,23.72,26.13,139.4,25.2,14.7,303.4,59,11,21.15,4.73,1762,119.0,79.0,8.0,52.25,7.84,776,962,326,37.6,46.61,15.79,148.8,137.4,128.9,34.74,65.59,95.08,100.0,77.84,69.93,100.0,77.71,100.0,99.35,100.0,99.84,9,67.9,407,561.5,0.1,62.39,8.27,45.27,103,4,3,2,8.91,7.99,8.24,28.0,50.0,22.0,40.12,54.9,54.34,67.34,30.65,28.18,38.27,50.77,55.98,51.96,52.67,22,4,0,91.54,88,93.8,21.7,25.08,61.56,214,1,60.41,41.47,78.8,76.25,67.47,72.62,60.29,76.41,74.61,Balanced multi-format,73.76,10.21,66.52,Strong squad asset,66.38,B,Monitor
1886,82,Moeen Rashid 1886,England,Warwickshire,RHB,Left-arm orthodox,Right,Utility,Flexible,189,65,2016,10,10,16,29,13,14,1142,859.9,13.93,15.43,132.8,36.0,13.4,153.0,19,13,26.87,3.72,988,114.89,74.0,8.0,0.0,4.63,424,452,266,37.13,39.58,23.29,127.0,107.7,138.5,58.82,80.58,82.94,92.47,85.17,76.5,100.0,78.27,100.0,99.77,81.91,90.9,11,74.1,444,683.6,0.13,62.15,9.23,40.4,160,4,3,4,9.09,9.24,9.56,28.0,50.0,22.0,45.17,54.63,47.5,60.38,35.07,26.58,33.74,49.79,52.07,51.8,51.37,21,5,0,99.33,88,93.47,15.91,15.12,60.28,132,1,59.99,44.25,79.01,71.13,68.43,75.47,59.78,76.13,73.67,Balanced multi-format,91.8,10.28,70.56,Strong squad asset,65.83,B,Monitor
1887,21,Nathan Stoinis,Australia,Somerset,LHB,Medium pace,Left,Utility,Flexible,174,70,2020,6,2,4,7,3,5,237,179.3,11.29,12.47,132.2,28.5,17.6,41.7,7,2,19.92,5.02,197,109.89,19.0,2.0,0.0,3.74,106,89,42,44.73,37.55,17.72,138.0,132.0,141.0,52.3,69.44,92.05,100.0,85.51,77.28,100.0,88.26,89.65,100.0,75.56,85.19,2,15.7,94,158.4,0.1,79.21,10.09,47.1,27,1,0,1,9.76,10.18,9.89,28.0,50.0,22.0,35.31,40.21,41.15,43.84,29.29,20.54,29.28,37.66,40.76,40.23,39.72,8,1,2,96.31,86,87.4,13.02,12.47,75.51,113,1,58.36,21.85,68.34,62.46,64.2,66.49,50.13,65.06,68.53,Balanced multi-format,79.67,16.75,61.2,Development / squad,56.8,C,Development watchlist
1888,44,Daryl Wagner,New Zealand,Kent,RHB,Right-arm off-spin,Right,Utility,Flexible,185,75,2020,6,5,8,15,7,9,530,384.3,12.05,13.25,137.9,36.4,19.9,105.5,13,9,17.47,5.72,424,110.32,40.0,4.0,0.0,3.98,208,224,98,39.25,42.26,18.49,129.7,124.1,156.7,70.71,70.98,84.82,100.0,94.72,84.84,100.0,99.03,93.68,100.0,80.29,88.56,7,44.1,265,404.3,0.16,57.75,9.16,37.83,96,2,3,2,9.02,9.26,9.93,28.0,50.0,22.0,45.95,54.95,44.33,61.6,38.09,27.18,31.48,51.38,51.64,53.68,52.59,13,3,0,96.45,86,88.93,14.75,13.52,54.09,126,2,62.71,30.93,69.51,70.58,68.85,72.4,59.2,71.62,73.73,Balanced multi-format,91.9,15.65,70.28,Strong squad asset,64.59,C+,Monitor
1889,79,Dean Maharaj,South Africa,Sussex,LHB,Left-arm orthodox,Left,Utility,Flexible,170,80,2020,6,10,15,28,12,14,418,404.6,5.29,5.81,103.3,31.3,12.8,53.5,9,3,33.72,2.97,364,89.96,72.0,7.0,0.0,1.74,180,132,106,43.06,31.58,25.36,104.3,101.2,112.0,55.9,79.88,75.75,80.98,71.13,68.44,82.41,67.44,69.52,81.28,52.18,63.79,72,317.0,1902,2789.3,0.91,38.74,8.8,26.41,595,31,23,18,8.42,9.24,9.21,28.0,50.0,22.0,49.77,51.41,49.79,63.58,81.89,35.36,37.13,66.34,55.3,94.37,77.6,20,4,0,88.38,88,93.27,29.2,6.04,35.64,58,11,50.08,46.68,82.85,70.69,66.44,70.98,75.6,72.4,67.74,Balanced multi-format,80.57,9.03,75.27,High-value starter,73.39,B+,Shortlist
1890,29,Salman Ayub,Pakistan,Surrey,RHB,Right-arm pace,Right,Bowler,Lower-order hitter,181,64,2009,17,4,5,9,5,6,57,46.0,1.97,2.11,124.0,40.2,6.4,3.6,1,0,45.97,2.18,53,115.3,27.0,2.0,0.0,0.63,25,23,9,43.86,40.35,15.79,123.6,123.3,133.5,57.59,65.58,82.93,100.0,79.12,73.97,94.84,60.8,65.6,89.33,50.48,63.97,37,158.6,952,1086.6,1.28,29.37,6.85,25.72,383,12,13,12,6.0,7.02,7.79,28.0,50.0,22.0,74.6,77.81,67.88,96.22,97.68,57.31,51.65,91.21,80.9,100.0,93.03,8,2,0,89.5,82,78.93,34.41,1.86,29.96,17,11,35.19,57.16,67.01,66.5,70.4,78.52,83.47,83.95,77.75,Balanced multi-format,91.4,27.03,84.31,High-value starter,82.42,A,Priority target
1891,12,Niroshan Rajapaksa,Sri Lanka,Nottinghamshire,LHB,Right-arm off-spin,Left,Utility,Flexible,166,69,2011,15,1,2,4,1,4,106,82.3,8.83,9.64,128.8,27.0,9.2,9.8,1,1,41.15,2.43,96,116.65,11.0,1.0,0.0,0.0,45,36,25,42.45,33.96,23.58,134.2,130.7,139.8,54.29,81.09,89.85,100.0,85.35,77.93,100.0,69.34,86.65,95.75,68.91,80.05,2,12.4,74,115.9,0.17,57.97,9.35,37.2,20,1,1,0,9.03,8.92,9.96,28.0,50.0,22.0,40.46,49.27,39.51,53.3,38.92,27.4,27.66,47.06,45.26,49.64,47.9,6,1,0,100.0,86,86.8,13.06,8.67,58.16,80,2,46.03,34.35,71.03,63.98,64.68,70.89,55.56,68.11,68.76,Balanced multi-format,84.21,16.08,65.36,Strong squad asset,60.71,C+,Monitor
1892,41,Darren Carty,West Indies,Hampshire,RHB,Right-arm leg-spin,Right,Bowler,Lower-order hitter,177,74,2010,16,5,7,13,7,9,39,52.3,0.95,1.0,74.5,43.8,10.1,3.9,1,0,52.35,1.91,35,66.86,39.0,2.0,0.0,0.3,11,22,6,28.21,56.41,15.38,79.0,74.7,92.5,60.35,55.18,56.66,68.17,57.01,59.4,55.29,54.6,41.08,62.41,32.76,42.25,60,255.0,1530,1935.7,1.46,32.26,7.59,25.5,670,17,27,16,7.66,7.66,7.23,28.0,50.0,22.0,63.49,76.77,74.37,88.02,100.0,42.38,55.96,88.84,77.11,100.0,91.49,11,3,0,90.0,76,73.73,38.6,0.92,31.83,9,15,23.74,57.82,62.79,54.87,64.74,65.63,80.5,81.03,73.4,Balanced multi-format,66.56,42.84,75.59,High-value starter,79.18,A,Shortlist
1893,83,Chris Crawley 1893,Bangladesh,Middlesex,LHB,Medium pace,Left,Utility,Flexible,188,79,2009,17,10,16,29,13,15,166,165.3,2.0,2.21,100.4,44.3,9.9,16.4,3,1,41.33,2.42,148,89.51,75.0,8.0,0.0,0.66,59,52,55,35.54,31.33,33.13,98.9,94.8,105.4,54.98,94.65,68.08,77.61,69.39,64.97,75.59,58.69,62.04,77.04,42.89,56.21,67,298.4,1791,1942.8,0.81,29.0,6.51,26.73,793,22,30,15,5.7,6.72,6.37,28.0,50.0,22.0,78.57,83.56,80.87,100.0,77.19,58.82,58.42,87.08,87.95,100.0,93.76,21,4,0,95.56,88,93.53,23.57,2.08,28.13,20,9,36.42,63.57,88.67,74.99,75.66,83.38,88.47,78.79,80.44,Balanced multi-format,83.73,6.88,85.68,Elite / overseas-standard,84.93,A,Priority target
1894,81,Jack Woakes 1894,Afghanistan,Leicestershire,RHB,Right-arm off-spin,Right,Utility,Flexible,173,84,2010,16,10,16,29,12,14,424,313.8,5.23,5.81,135.1,31.9,16.5,70.0,11,4,20.92,4.78,356,113.43,73.0,8.0,0.0,1.74,138,148,138,32.55,34.91,32.55,129.8,126.4,131.8,51.53,98.19,83.42,100.0,84.73,76.23,96.67,82.53,78.77,100.0,61.58,75.48,1,33.7,202,322.5,0.01,322.51,9.57,202.2,65,0,1,0,8.92,10.01,10.2,28.0,50.0,22.0,43.78,44.68,39.56,53.16,6.43,27.72,27.69,34.26,46.05,34.5,37.33,21,5,0,93.31,82,87.4,6.37,5.58,307.46,55,0,46.02,32.03,89.2,56.41,68.47,72.43,52.89,66.32,71.66,Balanced multi-format,71.84,21.45,61.38,Development / squad,59.33,C+,Development watchlist
1895,19,Jonny Buttler 1895,Ireland,Lancashire,LHB,Left-arm orthodox,Left,Utility,Flexible,184,68,2015,11,2,3,6,3,5,264,194.8,13.89,14.67,135.5,30.1,20.8,54.9,9,3,16.24,6.16,210,107.78,18.0,1.0,0.0,0.0,71,142,51,26.89,53.79,19.32,143.2,128.9,130.7,40.41,60.42,87.83,100.0,80.8,71.95,100.0,91.82,94.86,100.0,81.26,89.35,5,27.0,162,248.4,0.26,49.67,9.21,32.36,49,2,1,2,8.71,9.16,10.02,28.0,50.0,22.0,45.01,50.02,41.1,57.12,47.61,30.45,29.82,51.66,48.49,57.94,54.01,7,1,0,98.81,86,87.27,18.77,14.37,46.53,153,2,59.14,45.7,65.07,71.68,60.97,69.37,57.41,70.8,70.26,Balanced multi-format,87.01,17.96,67.38,Strong squad asset,62.66,C+,Monitor
1896,82,Moeen Carse 1896,Zimbabwe,Yorkshire,RHB,Medium pace,Right,Utility,Flexible,169,73,2012,14,10,16,29,13,14,1204,914.2,14.68,16.27,131.7,32.0,15.9,191.4,24,16,22.85,4.38,1012,110.7,74.0,8.0,0.0,4.88,437,571,196,36.3,47.43,16.28,125.8,117.9,145.0,64.72,66.56,82.91,98.48,87.02,80.31,100.0,86.12,100.0,100.0,84.21,92.1,5,50.1,300,416.6,0.06,83.31,8.32,60.08,96,1,3,1,8.16,8.27,7.93,28.0,50.0,22.0,49.99,58.79,60.12,70.72,22.41,34.66,42.2,50.23,61.83,51.62,53.82,21,5,0,91.33,88,93.47,14.81,16.27,76.65,125,1,59.66,27.6,75.8,72.96,73.12,74.05,61.94,75.32,78.58,Balanced multi-format,71.16,11.41,67.57,Strong squad asset,67.95,B,Monitor
1897,27,Umesh Varma,India,Essex,LHB,Right-arm leg-spin,Left,Bowler,Lower-order hitter,180,78,2016,10,3,4,8,4,8,2,1.7,0.07,0.08,118.8,36.0,10.9,0.2,0,0,0.0,0.0,2,118.8,26.0,1.0,0.0,0.02,1,1,0,50.0,50.0,0.0,103.1,111.3,128.5,69.48,34.0,76.69,97.85,72.31,74.19,95.18,68.96,54.57,87.58,44.71,57.89,42,177.9,1067,1296.9,1.56,30.88,7.29,25.41,384,13,22,7,7.82,7.67,7.85,28.0,50.0,22.0,57.93,70.3,64.36,87.54,100.0,41.47,47.65,86.73,72.03,100.0,89.69,8,1,0,88.56,82,78.8,39.6,0.08,31.5,1,16,45.84,51.33,53.76,61.79,66.13,65.95,78.41,76.84,70.26,Balanced multi-format,86.75,31.72,78.87,High-value starter,76.47,B+,Shortlist
1898,90,Moeen Crawley 1898,England,Gloucestershire,RHB,Left-arm orthodox,Right,Utility,Flexible,165,83,2014,12,11,18,32,14,15,1180,939.5,13.11,14.57,125.6,30.0,12.8,151.0,23,10,28.47,3.51,1028,109.42,81.0,9.0,0.0,4.37,432,564,184,36.61,47.8,15.59,112.4,117.5,131.5,64.65,65.19,77.39,98.05,78.92,76.89,100.0,74.41,92.94,93.91,78.24,85.83,32,161.0,966,1695.3,0.36,52.98,10.53,30.19,290,8,15,9,9.95,10.59,10.67,28.0,50.0,22.0,34.93,38.95,35.17,38.58,53.97,19.16,25.62,44.08,36.47,53.91,47.09,23,6,0,92.67,88,94.0,21.17,15.15,53.16,125,4,60.21,27.9,79.01,66.46,64.9,65.13,56.33,71.66,65.1,Balanced multi-format,71.8,10.05,61.95,Development / squad,61.15,C+,Monitor
1899,70,Nathan Starc,Australia,Durham,LHB,Medium pace,Left,Batting All-rounder,Support bowler,176,67,2016,10,9,14,25,11,11,1397,841.1,19.96,22.53,166.1,29.2,24.9,347.9,52,23,11.21,8.92,1051,124.96,62.0,8.0,0.0,6.76,578,404,415,41.37,28.92,29.71,154.4,154.6,169.4,61.5,83.25,98.12,100.0,100.0,86.0,100.0,100.0,100.0,100.0,100.0,100.0,33,157.7,946,1398.5,0.47,42.38,8.87,28.67,276,10,13,10,8.6,8.31,8.97,28.0,50.0,22.0,45.58,56.54,50.41,61.34,60.72,31.74,36.72,59.68,53.57,71.9,64.26,15,4,0,86.11,88,92.67,25.53,19.83,41.81,200,6,55.0,41.35,82.1,82.13,74.35,78.46,80.18,80.52,76.05,Balanced multi-format,90.42,9.57,81.91,High-value starter,79.42,A,Shortlist
1900,19,Tom Santner,New Zealand,Warwickshire,RHB,Right-arm off-spin,Right,Utility,Flexible,187,72,2020,6,2,3,6,3,5,234,149.3,12.32,13.0,156.7,18.0,29.3,68.6,8,6,10.67,9.38,166,111.16,18.0,1.0,0.0,0.0,77,95,62,32.91,40.6,26.5,158.3,138.5,166.1,55.98,86.8,99.15,100.0,100.0,86.3,100.0,100.0,96.84,100.0,85.68,92.05,4,23.0,138,203.5,0.21,50.87,8.86,34.45,25,1,2,1,8.56,8.23,9.17,28.0,50.0,22.0,38.64,46.78,42.94,54.76,43.25,31.38,30.58,48.34,46.59,53.19,50.33,7,2,0,100.0,86,87.27,15.11,11.7,49.35,129,2,51.63,35.68,69.88,71.19,69.18,75.21,57.97,71.78,72.06,Balanced multi-format,77.98,16.27,65.79,Strong squad asset,63.55,C+,Monitor
1901,45,Rassie Williams,South Africa,Somerset,LHB,Left-arm pace,Left,Bowler,Lower-order hitter,172,77,2019,7,6,8,14,8,9,17,19.2,0.38,0.4,88.6,38.4,7.8,1.3,0,0,0.0,0.0,17,88.6,42.0,3.0,0.0,0.12,7,6,4,41.18,35.29,23.53,99.9,73.6,98.2,48.7,81.06,71.69,67.77,62.24,59.59,71.61,51.53,52.99,68.25,34.97,47.79,59,252.5,1515,1979.6,1.31,33.55,7.84,25.68,582,21,27,11,7.43,8.48,8.49,28.0,50.0,22.0,62.4,65.12,59.58,81.28,99.18,44.86,44.15,82.7,68.97,100.0,87.92,12,2,0,84.8,82,80.0,34.09,0.37,31.99,4,13,30.29,58.35,70.55,55.85,62.33,72.2,78.91,79.05,66.97,Red-ball leaning,92.11,25.31,79.82,High-value starter,76.55,B+,Shortlist
1902,99,Danish Iftikhar,Pakistan,Kent,RHB,Medium pace,Right,Utility,Flexible,183,82,2018,8,12,19,35,15,18,1143,902.8,11.55,12.7,126.6,32.4,11.3,129.2,16,11,33.44,2.99,1013,112.2,90.0,9.0,0.0,3.81,461,316,366,40.33,27.65,32.02,112.3,98.5,138.4,70.02,85.34,78.17,84.21,87.42,79.62,100.0,73.52,95.63,96.96,75.22,85.76,0,36.3,218,325.2,0.0,0.0,8.96,0.0,71,0,0,0,8.64,8.36,9.24,28.0,50.0,22.0,46.32,58.28,48.42,62.0,100.0,30.24,33.89,74.18,53.33,69.84,66.8,25,6,0,99.5,88,94.6,11.32,11.94,0.0,98,0,51.17,47.74,82.92,76.28,71.08,80.57,70.29,84.31,73.93,Red-ball leaning,76.58,8.41,72.59,Strong squad asset,73.82,B+,Shortlist
1903,54,Lahiru Rajitha,Sri Lanka,Sussex,LHB,Right-arm off-spin,Left,Utility,Flexible,168,66,2021,5,7,10,19,8,10,176,140.2,3.26,3.59,125.5,40.6,19.2,33.8,5,2,20.03,4.99,144,102.68,49.0,5.0,0.0,1.08,72,49,55,40.91,27.84,31.25,118.8,117.4,124.7,54.52,84.18,79.66,91.33,80.84,72.62,86.96,85.96,66.28,98.01,53.71,67.92,32,147.8,887,1379.0,0.59,43.09,9.33,27.71,360,14,11,7,8.87,9.27,9.04,28.0,50.0,22.0,50.96,59.19,54.82,61.74,67.01,30.24,39.67,62.82,56.62,79.57,69.64,15,3,0,87.53,92,95.6,19.02,3.45,39.65,29,7,45.36,52.3,81.35,68.78,69.46,74.48,71.35,69.59,74.96,Balanced multi-format,94.27,8.51,77.8,High-value starter,71.72,B,Monitor
1904,84,Nicholas Hosein,West Indies,Surrey,RHB,Left-arm orthodox,Right,Utility,Flexible,179,71,2006,20,10,16,30,13,15,820,559.0,9.76,10.79,146.7,26.8,21.7,177.9,32,8,13.97,7.16,644,115.21,76.0,8.0,0.0,3.24,223,407,190,27.2,49.63,23.17,145.3,143.3,140.6,46.4,68.73,89.54,100.0,87.54,76.97,100.0,97.14,87.9,100.0,75.47,84.71,12,78.8,473,699.0,0.14,58.25,8.87,39.4,127,4,6,2,9.53,9.17,9.52,28.0,50.0,22.0,36.13,47.05,43.55,59.9,36.17,22.61,30.72,47.74,48.23,50.15,49.07,21,5,7,94.6,88,93.6,12.28,10.57,59.41,93,2,55.09,42.49,81.17,66.89,67.99,69.56,58.61,71.83,72.28,Balanced multi-format,78.23,9.47,66.25,Strong squad asset,63.99,C+,Monitor
1905,91,James Bethell 1905,Bangladesh,Nottinghamshire,LHB,Right-arm pace,Left,Bowler,Lower-order hitter,190,76,2007,19,12,16,29,16,18,118,153.2,1.3,1.39,77.0,37.5,11.1,13.1,2,1,51.08,1.96,104,67.86,85.0,6.0,0.0,0.42,52,34,32,44.07,28.81,27.12,84.3,60.0,77.7,44.94,77.86,65.86,54.17,52.54,52.38,56.79,51.64,45.96,60.83,32.81,43.1,136,577.4,3464,5005.8,1.49,36.81,8.67,25.47,1299,36,55,45,8.63,8.05,9.11,28.0,50.0,22.0,51.83,67.77,55.35,69.12,100.0,33.49,43.69,79.52,59.98,100.0,84.87,22,5,0,98.01,84,85.07,39.75,1.39,36.93,13,13,35.71,46.68,79.35,51.99,60.01,66.43,77.83,79.47,59.99,Red-ball leaning,93.87,19.95,78.27,High-value starter,74.59,B+,Shortlist
1906,8,Jamie Pope 1906,Afghanistan,Hampshire,RHB,Left-arm pace,Right,Bowler,Lower-order hitter,175,81,2012,14,1,1,2,1,3,8,6.0,1.0,1.0,134.4,41.4,6.6,0.5,0,0,0.0,0.0,8,134.4,8.0,0.0,0.0,0.0,2,4,2,25.0,50.0,25.0,127.7,130.1,131.6,52.99,68.0,77.94,100.0,80.87,73.43,100.0,60.58,66.0,93.52,50.64,65.2,12,50.9,306,402.9,1.5,33.57,7.91,25.47,127,5,3,4,7.45,7.53,8.09,28.0,50.0,22.0,64.99,74.52,66.32,82.1,100.0,45.95,51.42,86.09,72.3,100.0,89.6,4,1,0,100.0,82,77.53,38.94,1.02,33.13,10,14,49.86,51.28,65.18,65.4,69.23,77.28,80.84,79.82,71.38,Red-ball leaning,83.04,28.3,79.5,High-value starter,78.74,A,Shortlist
1907,112,Sam Salt 1907,Ireland,Middlesex,LHB,Right-arm leg-spin,Left,Bowler,Lower-order hitter,186,65,2008,18,15,20,35,20,22,321,246.2,2.87,3.06,130.4,46.1,8.2,26.3,5,1,41.03,2.44,295,119.84,105.0,7.0,0.0,0.92,135,98,88,42.06,30.53,27.41,131.9,123.5,127.1,46.32,81.89,84.85,99.34,79.36,70.28,98.25,62.54,72.84,92.18,53.48,67.99,179,757.1,4542,5617.4,1.6,31.38,7.42,25.38,2094,47,92,40,7.53,6.98,7.88,28.0,50.0,22.0,65.94,84.94,69.32,91.78,100.0,43.59,52.1,92.6,77.46,100.0,92.52,27,6,0,99.33,78,80.47,42.76,3.18,30.44,32,17,48.4,50.88,87.04,68.25,74.18,83.85,87.11,90.93,76.48,Red-ball leaning,65.41,31.33,79.56,High-value starter,85.75,A+,Priority target
